"Skeleton_Metabolite","COPD.0001.Lower.R.05.12.2015","SmNV.0004.Lower.L.06.15.2015","COPD.0002.Lower.L.06.16.2015","COPD.0002.Lower.R.06.16.2015","SmNV.0005.Lower.L.06.17.2015","COPD.0003.Lower.L.06.18.2015","SmNV.0008.Lower.L.06.22.2015","SmNV.0006.Lower.R.06.23.2015","COPD.0007.Lower.L.06.29.2015","SmNV.0009.Lower.L.07.08.2015","SmNV.0012.Lower.R.07.27.2015","SmNV.0013.Lower.R.01.13.2016","SmNV.0014.Lower.R.03.30.2016","SmNV.0016.Lower.L.04.04.2016","COPD.0021.Lower.R.04.14.2016","SmNV.0023.Lower.R.05.31.2016","COPD.0026.Lower.R.06.23.2016","SmNV.0027.Lower.L.08.30.2016","COPD.0030.Lower.R.09.15.2016","SmNV.0032.Lower.R.09.29.2016","COPD.0035.Lower.R.10.13.2016","SmNV.0038.Lower.L.10.26.2016","SmNV.0039.Lower.R.11.10.2016","COPD.0041.Lower.L.11.22.2016","COPD.0041.Lower.R.11.22.2016","SmNV.0043.Lower.R.12.07.2016","SmNV.0044.Lower.R.12.14.2016","COPD.0036.2.Lower.R.12.20.2016","SmNV.0047.Lower.R.02.01.2017","COPD.0050.Lower.R.03.15.2017","COPD.0049.Lower.R.03.21.2017","SmNV.0052.Lower.R.07.06.2017","COPD.0051.Lower.R.08.21.2017","SmNV.0055.Lower.R.08.22.2017","COPD.0056.Lower.R.10.23.2017","SmNV.0060.Lower.R.11.08.2017","SmNV.0064.Lower.R.11.21.2017","SmNV.0067.Lower.R.11.29.2017","COPD.0068.Lower.R.12.12.2017","COPD.0073.Lower.R.12.19.2017","COPD.0079.Lower.R.01.16.2018","SmNV.0085.Lower.R.01.30.2018","SmNV.0091.Lower.R.05.01.2018","SmNV.0093.Lower.R.05.14.2018","SmNV.0098.Lower.RML.06.12.2018","SmNV.0099.Lower.R.06.19.2018","SmNV.0105.Lower.R.07.11.2018","COPD.0101.Lower.R.07.17.2018","COPD.0102.Lower.R.07.24.2018","SmNV.0107.Lower.R.08.01.2018","COPD.0111.Lower.R.08.29.2018","COPD.0115.Lower.R.10.03.2018","COPD.0116.Lower.R.10.16.2018","COPD.0117.Lower.R.10.23.2018","COPD.0121.Lower.R.11.14.2018","COPD.0122.Lower.R.12.26.2018","COPD.0035.Lower.L.10.13.2016","COPD.0066.Lower.R.12.11.2017","COPD.0001.BKG.05.12.2015","SmNV.0004.BKG.06.15.2015","SmNV.0005.BKG.06.17.2015","COPD.0003.BKG.06.18.2015","SmNV.0008.BKG.06.22.2015","COPD.0007.BKG.06.29.2015","SmNV.0013.BKG.01.13.2016","COPD.0021.BKG.04.14.2016","COPD.0026.BKG.06.23.2016","COPD.0030.BKG.09.15.2016","COPD.0001.Upper.05.12.2015","SmNV.0012.Upper.07.27.2015","SmNV.0013.Upper.01.13.2016","SmNV.0044.Upper.12.14.2016","SmNV.0047.Upper.02.01.2017","COPD.0066.Upper.12.11.2017","COPD.0049.Upper.03.21.2017","COPD.0117.Upper.10.23.2018","KEGG"
"d-mannosamine","1.70403163147262","0.997255143343722","1.3808750693921","1.69713679745493","1.76954764821504","1.01108920204779","0.700491546316446","1.24707383735558","2.11752872041929","1.74473456698294","0.966990969006004","1.57311246102671","0.896158383040666","0.563104042979373","1.39360359610422","2.06963476642554","2.03662536351627","0.460795598754553","3.48702842320297","0.566650365122926","1.20006505142744","1.3209698736172","1.10994405864197","0.126216783319393","1.37248331049118","1.6805364941426","0.826481508565174","1.75415954573019","0.871326808430737","1.29936991710889","6.4153473627004","0.30677266449621","3.12984108044689","1.5099114159132","1.43408111497732","1.22939504778418","1.39482631004503","1.31467407752815","3.548499334533","2.42171106475907","2.17342250296731","0.902956047707497","1.0804574687052","2.50505840097753","2.73146704616274","0.965698868863477","1.27841777246501","1.18635788432079","0.976690212972641","1.00890600172494","2.05490103765722","2.34426352287543","0","2.78335870024981","1.51638684642774","1.46941220923071","1.5588062233859","1.33564983578413","0","0","0","0","0","0","0","0","0","0","0.101234252926827","0.0909679293644343","0.157985563547315","0","0","0.120540377066711","0","0","C03570"
"n-desmethylselegiline","1.89152555134073","2.00505567543624","2.53788231080893","2.01049628484487","0.496446455278304","0","0","1.17327574213807","0","2.00867763439627","3.90393685212543","0","1.05005155163792","1.5744928411868","3.18855906714038","0","0","0.620782546898404","0","0.932713384040252","2.32965858338652","2.37217229169755","0","1.22735485416183","2.99072446140374","5.915304496168","4.21246602855476","0","1.631049689014","0.418838910724641","3.29385568841857","0","1.33268683113676","0","2.33857033368434","1.8468157616667","0.288975702768806","0.588897618740394","0","0","0","0","0","0.885946350055119","1.73318435389168","0","0","0","0","0","0","0","0","1.1231996208991","1.13019142724654","1.30926361938288","0","0.682172168873806","0","0","0","0","0","0","0","0","0","0","0","0.290015391642453","0.696626206511675","1.97329435249812","2.21256261732906","1.03447085996466","0.353214195999623","3.52257277926205","C15476"
"urea","56.4635944541326","161.556729575069","117.962207273843","48.199944032049","86.1458671451399","63.615637041191","67.5006680768821","146.18089353312","78.3365888129046","122.722566819094","69.7086969146792","128.245274400356","67.1369161654103","24.9088467081027","155.804545076167","102.294409795689","144.309115657192","135.787873696552","179.22119835986","77.7906169580369","160.441289245648","116.193623501748","53.1444396219135","33.4003609631553","96.3118676039318","114.591804618459","75.3185650325764","110.715552125254","141.371273998967","80.4457986036","100.013115546028","49.6568868621097","126.277679638255","93.3611568288164","151.456731449263","88.618013271066","70.7458493808884","122.429952867157","101.143076472804","52.0492184720266","91.0666920958007","89.0826010639298","109.896113811892","80.8424634145338","125.199505308997","109.060398781632","89.4889596899747","37.4963739640916","69.1564889606892","82.5208772253361","103.975030060885","113.987751197475","0.0217452533180025","99.9087297139985","74.5917674423732","93.6582976884585","157.08551011631","96.4173456292715","0","0","0","0","0","0","0","0","0","0","41.9215243192864","63.8676796687395","56.8143410643999","74.60395673571","145.953413220251","132.218919432934","4.83525652405467","9.14213668805021","C00086"
"4-imidazoleacetic acid","0.0521453113938912","0.399794244501042","0.144886072887301","0","0.072832750558313","0","0.0815723394865395","0.0901052414066244","0.0738640156336676","0.0911654560859975","0.0859953598465405","0.0810227348110802","0.0808939790685417","0","0.0642770332140181","0.0372747984771779","0.0849686333797093","0.0455781996789864","0.0766298517114177","0","0.0919569433193411","0","0","0","0.105389274503735","0.0455011440534105","0.124701009138387","0.0681845746733557","0.14855595456039","0.0511039107482291","0.149930255728993","0","0.0854988192790705","0","1.11693164351655","0.0559759510728724","0.0702211739910426","0","0.0437264157997318","0.0490353484688702","0.0574391045591503","0","0.190662683570797","0.0397328242704506","0.472583284957937","0","0.0680807068112037","0.0399273080180017","0","0.0423859366762972","0.0834032103116789","0.113182271577535","0","0.0701952589775385","0.059170129970346","0.100392250188401","0.103304046996772","0.0913810475991512","0","0","0","0","0","0","0","0","0","0.211481194248323","0.151562406441753","0.0912805086584464","0.137687346949241","0.253443404705619","0.0943936266330763","0.299979110741132","2.12628157039259","0.15467614577837","C02835"
"(+)-tetrandrine","0","0.13427395061433","1.22224548214723","0","0","0","0.0699700202401424","0.0643674466259323","0.0923334722071967","0.325418744488785","0","0.0390633144113494","0","0","0","0","0","0","0.0996465470364328","0.0786771059853571","0.425201904902177","0","0","0","0.133115227611005","0.0640293903948173","0","0.135255526765532","0","0","0.190874671658464","0","0.0599832821216749","0","0","0","0","0.212366924397185","0","0.128239499912052","0","0","0.209496960620209","0","0","0","0","0","0","0","0","0","0","0","0.0643320141545313","0","0.707675020913185","0","0","0","0","0","0","0","0","0.475666824434706","0","0","0.133768441550665","0.269474609367817","0.426099465364052","0.235521759333059","0.0931768569751567","0.2437121771908","0.585068022730873","0.141290603275107","C09654"
"phytosphingosine","0","0","0","7.25793338918301","0","3.1417898686839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.69613566968589","3.16848513503947","0","0","1.98207689452742","1.9310339232133","2.45890588929315","7.15155375360229","0","1.18916160474229","0","3.64527040066244","1.63009492334367","3.99568432043978","0","0","2.29196711955332","0","4.44545664053534","0","1.84168531095996","0","1.89917843734398","0","1.34330838691727","2.36329770165056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1837997598596","0","0","3.85229089820405","3.24332872501891","0","7.66829487258547","8.37099741046429","6.49882576590155","0","C12144"
"pimpinellin","0.429633786280366","0.437956887045451","0.784510750737339","0.419376693766937","1.08497689569918","1.68293565368403","0.641387286755642","0.332903796095133","3.54617249054545","1.14138461107266","0.443433830883711","0.30198917750969","0.694352187262095","0.894595869628545","0.689450872665723","0.961022919874599","1.33526371567627","0.440272897236352","0.385553987919403","0.246757100667571","0.27649556913862","0.49094178728509","0.525742669753086","0.101295652301506","0.72045035884286","0.378005421121139","0.236119039643711","0.44322454380065","0.370112190771252","1.77002434724977","4.41936294194015","0.128471358779443","1.52586534962135","0.91792647966886","0.4064542136977","0.703137641875073","0.440180150794746","0.808127630334977","4.46168241735782","1.2047024202027","2.05131515429686","0.450740154347785","0.556525523048296","0.604881079235253","0.490584756605425","0.340658947799932","1.07441906423672","0.51225963596921","0.696068928379106","0.382749441628526","1.6360158034368","0.372294829153375","0","0.385449392097813","1.06690882232976","0.85205759126236","0.388591798250381","0.652645431587145","0","0","0","0","0","0.0608657854260939","0","0","0","0","0.0710066411710954","0.100523662252556","0.0853725143274741","0.0670874612924341","0.0709287678640911","0.0726727962611344","0.0656041873063685","0.0971312727373712","C09285"
"thymine","0","0","0.224951386756729","0","0.144778624305956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.349996317843729","0.140755514351625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.221935453341837","0.121782240968128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.259416841140134","0","0","0","0","0","0","0","0","0","0","0","0.286012928285244","3.61187212932692","1.28386476402938","1.54481598431686","0.312531738232947","0.414645552926211","1.52289026455087","0","C00178"
"uracil","1.39994820173696","2.18982793533274","4.90594771789122","1.86616884647107","3.55557835699379","1.04004775773801","0.883225030816758","3.9835264337599","2.26603014867175","1.83656621973278","1.40454981418854","4.44890780034305","1.40109844143458","1.28298277679959","8.7438985543439","2.4803609871018","3.26106621395601","1.46070980449633","4.51546632276648","2.2880435298698","13.7776002160198","1.84667120518074","2.30095968364197","0.422529383281243","2.36078223322575","2.97859530810923","4.20907186631629","4.57551408567175","1.80653839834765","6.52055593654066","6.6363286132665","1.23938268251533","6.38803092973671","2.60670121125179","3.21928013050817","5.45407696895206","5.19104264154257","5.52496285861034","4.800880453073","5.30784917365494","4.38306056395392","2.60182195974915","2.16248735260276","2.53369318812972","4.36119432542047","4.17288323029329","2.5237628152911","2.28465190626159","4.15707181095378","3.28016183924489","14.9420896927745","4.64509452140136","0","4.37171872006131","2.48739155358107","3.50420327703217","17.6596656726011","4.46930634252686","0","0","0","0","0","0","0","0","0","0","0.959663541767004","15.0051152682114","13.1721681603138","2.61825267349299","5.56867988735812","0.710007202117609","6.32330029072153","1.42175196941505","C00106"
"4-pyridinecarboxylic acid","0.330286444394564","1.16677070441895","30.7131865166866","0","0.230002667768273","0","0","2.28911587077912","0.213947846342591","0.351227936277965","0","0","0","0.642153918336096","0.786725491828297","0.504569573838774","0.31616247356816","0","12.5326999103508","2.93627679071666","25.9933819377961","0.2573383097342","0.480859375","0","0.439939873557628","1.26724180832322","0","6.43743866806328","0","0.51822361729253","0.157212644545756","0","0","0","0","4.79980452842482","0","39.2949297443627","0","0.270740148474653","0","0","0.487363281302141","0","0","0","0.235888117146341","0.526156744464848","1.00145923743757","0","0.155128164345563","0.184612058840551","0","0.179500157262831","0.262426554077144","0","70.3021707177594","0","0.494948909111999","0","0","0","0","0","0","0.745049391575186","0","34.315120139931","13.475475048097","88.9986871669651","57.7722404707873","3.71588222724944","6.45683600319196","5.92605825920764","160.30506863357","8.41649587603099","C07446"
"6-mercaptopurine","15.9497090664226","0.203706643988611","4.82151884208992","0.0354925179686579","0","0.0650699180520631","0.546365144344173","0.307984896360987","1.10915485663383","0.0430268181886781","0","0","0","3.43862317514249","2.43068897583173","0","0.206700753903876","0","1.24283908704789","0.249556059901051","1.54721997201561","1.22315691285254","0.257908950617283","0","0.383011332655437","0.0989271665407784","0","0","0","7.26840886810602","0","0.0486631036501153","0.586458518556678","0.034208061081463","0","0.322299241134112","0","0.413181816837495","0.51763434137282","0","0","0","0","0","0","0.043069465033915","0.0886936235642295","0.0944862560774873","0.536612921959306","0.0850289384515367","0.825555251588932","0","0","0","0.109149184791595","0","1.52172962677643","0","0","0","0","0","0","0.0600800249660061","0","0","0","0","23.2371947235101","0.600887725194994","0","3.18508745450907","0.108210062586146","0.511122750897146","0.902773403274482","0","C01756"
"glycine","11.0702729768461","11.6895158220758","13.972195085643","7.07770119005537","19.5845633470052","9.04493568986414","8.90283818538753","12.2021522781258","15.2158629245914","11.5437652400571","8.26193988918773","12.380225737057","21.2461746965273","19.6372738826574","27.4836105330336","21.5873591740426","24.1155542273364","6.40793203664844","26.1578928030804","8.74731024528284","23.8724451972408","13.726783732962","19.221836419753","3.38439347918592","11.7512327394373","21.0382807238335","14.2395606780428","27.9033133028281","9.38539759658264","19.7690186999765","25.3125062649074","4.98010245266633","18.7797594021447","19.2998077117225","13.7413293162465","21.3161591181701","15.3579756871699","26.983872700906","24.4137331879679","18.2464794897599","27.5771833601247","12.4858433888773","10.0299052546431","10.8899473794644","24.3033574142493","14.6747231742369","18.5784148804388","10.4228199541393","13.7765571710644","16.4144690394892","17.6904714946463","10.6229254824795","0","15.3894695362011","13.632164077916","10.4321014715122","21.8208838833776","17.9852596543437","4.98827914922335","1.80284708831637","0","8.42140296233765","3.03987014624306","3.79273756715186","0","9.40725147716689","2.70337071512532","2.96200241052034","3.81249300347027","2.8156241840761","3.63444953011013","10.7986290823127","4.94674571822384","6.30910491084651","3.43389091547696","5.58509261573495","C00037"
"d-(+)-mannose","0","2.41678813962797","3.11737483029195","0.756766015758821","6.30177496595446","11.998900232987","4.48522269232052","5.00997290475591","0.49361046611141","34.2239156750413","0","2.63623941388132","2.9246264411473","2.5973351962493","0.705789804360094","1.4922400155766","1.42764823919825","14.1991452532553","2.69190250727729","18.4776552515165","0.59581060959908","6.46573092010626","2.97383041637287","7.49632279745821","3.12119930404881","0","0","0.0950498015911506","2.11357252789895","3.03108898247998","2.15448282503318","7.34964368796117","1.02801883484119","0.1795817146016","0","23.3920784524504","0","0.89808758087039","3.40196345282421","3.55561447479181","12.4042857699484","1.06475608071866","12.8108056422756","0.163556726939435","4.85913011954361","18.0218137990481","0","2.39223471555334","2.67261483929157","27.8743052106974","2.25490772632689","1.92468966681284","3.69653029370068","0","0.22498561338503","4.73930134030301","0.555758390354526","4.23240674797874","0","0","0","0","0","0","0","0","0","0","0","0","0.533974692321026","0","0.473538307535878","2.44598190638852","0.762089704943427","0","C00159"
"l-methionine","0.445658442253569","0.522421041871026","3.83024751661534","1.21130552609873","0.919857207480101","0","0","1.59808707647771","0.621923963107122","0","0","6.25494261805706","0","0","2.05228113987624","0.53064845483784","0.97033104466667","0.351173772695262","0.740737474832091","0.696214401701691","7.3654343717014","0","0","0","1.03484386282918","1.42888455621897","1.13176592141081","1.01584155686642","0","2.06706884886755","4.03288789589686","0","2.89557308587771","0.522681329723917","0.470986920893566","3.260325866732","1.29027110436451","5.81719634018062","0.87567054078362","0.646964285284014","1.61868454530402","0","0.566403173662446","0.506012893882605","4.35369630088395","1.36231403934429","0.511876587601883","6.97872332327951","4.51493976158045","0.640706817254656","12.4788135970632","5.48096124843826","0","4.00780529776903","0.885595228908756","0.906043658969878","10.8681134179943","0","0","0","0","0","0","0","0","0","0","0","0","3.38869602950748","4.74889239329717","0","0","1.02896747822996","2.29539445930184","0","C00073"
"1-methyl-4-pyridone-5-carboxamide","0","2.61784740595813","6.58855486246966","1.76858945016855","7.10863011395886","7.67585325649446","1.4358427003769","7.4909273993203","3.56821671128736","4.21723983675414","0.748780744101521","25.0170917075973","1.38501378889542","2.71619521439857","0.0986423598377039","4.75871208259913","2.96611282622005","18.0385468882576","7.57646146998787","8.01759881874231","16.9342064768476","6.24701051279071","3.34138343048331","4.46947689866548","3.34888782702732","6.88356202558615","3.39958467031074","10.7013715106015","7.68123268934796","4.49414628717366","6.26730541146321","13.2683199825966","5.80737824612755","4.59806827081062","10.7528927257893","3.91283646879029","4.51627961972789","9.37685360743128","4.96725729264864","1.06223932201132","10.7946473388129","6.39343125006022","7.50518009972946","5.59359849972756","5.36962199935609","5.29333137784676","2.2549440066006","21.6807727169199","6.22382833789336","6.56117360737752","10.1202753093079","12.2019422479621","11.1604914581931","11.0647366135832","4.14126095686773","4.85072534243251","14.9349649183646","2.78515838203895","0","0","0","0","0","0","0","0","0","0","0","2.5764319793038","12.0467511383382","2.55598374697379","11.6367341612038","9.2220409833608","2.74366371505426","5.14337159248716","C05843"
"malonic acid","0.43309045703334","1.46872016164639","0.63867567290963","0.639345469541652","0.836308772318022","2.50422402720743","3.04588577254949","0.706759997742298","1.68459674022377","2.84062376705107","1.40406292071555","0.568967314562978","1.72652740247463","2.17986269904899","0.667579011626293","0.57146444225351","1.33073577201062","0.478247580780656","0.560605058565906","0.624604727131149","0.463026241500355","0.546690248694607","0","0","0.651201792003772","0.548692218114418","0.61886508494407","0.874632008379734","0.781427498474393","0.352152591440261","0.291095075631774","0","0.388900059991591","0.475156307595504","0.519097664243212","0.984587093221902","0.859211401186787","0.33248124199624","0.422259995713096","0.406161625815923","0.380383518847249","0.628124521191235","0.643376768299682","0.503608147748919","0","0.479107579520375","0.657685318628986","0","0","0.71438018437901","0.241054580388214","0.341186002730277","0","0.413606669390145","1.16665196829561","0.5181835831084","0.300450401485899","1.29114172305147","0","2.00693678401043","1.64624011838467","2.99981564226837","1.54219459152798","0","1.65637590518829","0.791429378444814","1.2716618483337","2.12246651961821","0.995368622744514","0.461686972062765","0.380579765888431","0.737904415630225","1.54464456476578","0.813490096308836","0.924526933260032","1.13942255176946","C00383"
"oxoglutaric acid","0.451394236579933","0.420754770330318","1.65773640612449","0.257850241545893","0.692782839201382","0","0.236520521678257","0.485641115419238","0.333568881819876","0.502141962412709","0.222428190545467","0.583726462031254","0.418817397706072","0.180130804548512","1.75174449901495","0.466583952764453","0.630687554307699","0.806149660933942","1.99177358435107","0.507065057403591","2.4846490905074","0.459717266537353","0.267351466049382","0.16315241155669","0.732136699235156","0.859297466051638","0.602234824002302","0.700030321406913","0.394686194432709","2.12761709922539","2.58207300504211","0.169444773881073","1.61131265257556","0.513409700814466","0.380802851565815","2.24576915776252","0.441334320231837","2.36402209456735","1.65770855749969","1.4595236699246","1.49929196627985","0.432566253692707","0.730316111516005","0.274877499886859","1.45409644144765","0.47534904117947","0.402835149686456","0.389471080199046","1.270883883979","1.42389662257441","1.30302008512479","0.528410889791416","0","0.384878184572335","0.917214180988391","0.422375587383697","3.11134912495451","0.442662300841188","0","0","0","0.174591623366857","0","0","0","0.325400400018321","0","0","1.32923651264321","1.26368269891994","0.502085977665807","0.851033954124115","1.06525380693921","0","1.23418640919771","0.145737639664158","C00026"
"5-methyl-5,6-dihydrouracil","0","1.54348747806025","2.036052270079","0","5.6076939177252","0.545898448314783","0","1.00116728166466","2.35210804561323","0.272049261493468","0.840390285512952","1.40140971528642","0.693240466634511","0.210894990305835","1.54992127558543","0.45470515295327","2.00660548351379","0.394200675663392","2.44638271150196","0.983176572595672","23.5507650650418","3.07011821713968","0.486240880268648","0.270687913058447","0.411340529096658","0.996739821378051","0.796822625579262","1.43730991656266","0.751306246353798","2.24968515513797","1.67805817782332","0.237753637681006","0.959336155447153","0.880049291341","0.296639690381018","0.228491590248217","1.3417505141643","2.06736654462732","3.48698191798698","0.650079184282989","3.06892063703072","0","0.97107626825192","0.812745557681504","1.90054805535459","1.50345533677994","0","6.42880304178267","1.50687779624974","2.54791464026911","6.02360640965598","1.62349505169833","1.20623487462947","0.231332665704908","1.08418256088277","0.495594341831453","14.013977857433","1.57863147298895","0","0","0","0","0","0","0","0","0","0","0","1.05000172724167","1.56779084171496","0.324526071383064","0.978564186257961","0.921396045369212","0.247682277765566","0","C00906"
"d-ribulose","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7519283310362","1.71864643068434","0","0.0994559706389055","0","0","0","0","0.101531273945067","0","0.409268430546519","0","0","0","0","0","0","0.0118384197963443","0","0","0","0","0","0","0","5.27597798226816","0","5.64896680333135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0839247889331713","0","0","0.0762911097584534","C00309"
"arachidonoyl dopamine","1.98851368857414","0.375076448615397","1.49287226195439","1.44553073027772","0.0900492088985071","0","0","1.09201385898548","0","1.0914211628401","3.35892792018741","0","0.878398609949539","1.06786505345066","2.54357566349076","0","0","0.171643529430167","0","0.475505327609661","2.04365764361441","0.564693531648562","0","0.344324773402591","1.59189459220324","0.521765449161743","0.220080406191072","0","0.325821360269299","0.0619656863032234","0.397478856174822","0","0.169768060460839","0","0.255594893935133","0.921986179141003","0.147919182401941","0.437331732877564","0.0164071554165425","0.189706994373873","0","0","0","0.261673361294491","0.40454979210149","0","0.186604556822772","0","0","0","0","0","0.114868328727106","0.118630684762665","0.164339772295987","0.192266494011876","0.0548041448230027","0.0879923927719759","0","0","0","0","0","0","0","0","0","0.150348096051513","0","0.147795080048055","0.59673824351348","2.98677813486613","3.93011669446472","0.48171465872886","0.254957295820642","10.9994860710679","C12271"
"pyrrole-2-carboxylic acid","0","0.103332325580889","0.105629522117087","0","0.101243144326263","0","0","0","0.106906020757422","0.152847936838519","0.131003675165793","0","0","0","0","0.0725592936823564","0.124821067118037","0","0.0917508046382434","0","0.0819954832216412","0.210534598187559","0","0","0","0","0","0","0","0.13066971045643","0.0644219679357507","0","0.0920895852271122","0","0","0","0","0","2.11772890960971","0","0.213045844397451","0","0","0","0.0916459736462493","0","0","0","0","0.117493652541125","0.0689917992632697","0","0","0","0","0","0.0859980906379821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C05942"
"n-methyltryptamine","0","0.0775760992375272","0.0470465454389959","0.1169676503695","0","0","0","0","0","0.0359407261540674","0.145649311715364","0","0","0.0677824494906285","0.19293032090152","0","0","0","0","0.0579268076412879","0.0634504094746435","0.106333318641337","0","0.0765932922676207","0.0325592667363227","0.236402106099377","0.146262885279665","0","0.155408474100653","0","0.159666710230103","0","0.0578143202552713","0","0.206279958615782","0.058438786277558","0","0","0","0","0","0","0","0","0.0885398416377691","0","0","0","0","0","0","0","0","0.119197935487485","0.0827500676697022","0.028253601070362","0","0.0459913214231072","0","0","0","0","0","0","0","0","0","0","0","0","0.0313466847616994","0.0605347358883241","0.0638872436328591","0","0","0","C06213"
"methylmalonic acid","0","1.14419902458435","0.971171680403664","0","1.33324017650829","0","0","0","0.950799458738499","0.849991738797641","0","0.952545457033013","0","0","0.672090291585467","1.21107804858842","0.77011348296704","0","1.51789907454302","1.7969216800182","2.78717460214968","1.19205309954361","0","0","0","1.29969726408857","0.771395446377118","1.63244464274552","0","1.19743156883533","1.38421084179299","0","0.764911259756432","0","0","1.69315261892609","0","3.35484244250734","0.855832791170105","0","0.947019210525368","0","0.670349094122845","0.801987692021777","0.912953465616258","0.692678634297769","0","1.00847924810702","2.02563043033588","0.944873094502289","1.15165171752142","1.03497040965337","0","0.697300540172089","1.10824975308722","0.711856676987491","1.81937674224176","1.64821200120517","0","0","2.60214979642419","0","0","0","0","2.70946802087437","0","2.88047378522005","5.40327477849884","3.72775600600312","20.8561453352443","12.0987442130448","4.71029168596755","3.89668788756901","2.61442338891156","2.7334330817147","C02170"
"myo-inositol","1.62158433620525","2.20975750866195","3.14500702449735","3.75373512430776","2.47779640556144","2.19202952296532","1.96249029842796","4.83800132209457","3.81017937746146","3.89830044391551","2.9248013562623","4.609622729125","4.19216450687257","4.8895946708876","4.96792030855462","3.77547606651084","4.5324540299452","2.86968567128644","4.06385116764399","3.12819423210232","5.33662395365392","4.24555641840538","5.05600405092592","0","2.52599731788909","4.79532115885035","4.61665715242754","7.84010970836319","1.56270537013566","2.08784800688534","4.63164276440928","2.73115930662728","4.56628406101527","4.99813346543858","4.49726064858034","5.65449187487126","4.90386521308226","5.33298303276821","3.44584579822926","5.20856247203952","4.07687422848076","4.39763236626283","2.67826356241473","1.50723686646561","6.4272262551231","2.92707911282288","3.74336400487788","4.83827936936851","2.96730125545102","5.17066700942013","3.85570520609997","5.38031544581487","0","2.3491343313799","3.3396563888307","1.94003102095689","4.64584170254597","7.15134435306339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C00137"
"tributyl phosphate","0.0644668398360427","0.2899987919816","0.117703222047614","0.0902202607661769","0.187512745615284","0.148726664025862","0","0.151115939820734","0.190737840185759","0.207253897657752","0.159442820143529","0.909713576226895","0.954674383924739","0.897345698752798","0.832606728394667","0.440830219900834","1.01585898380536","0.0628947834575347","0.0216937550838743","0.586123823612385","1.32744776772539","0.387390527936829","0.287349829756811","0.203044750649292","0.569962832304877","0.542920276250928","0.412680854256106","0.657007033221896","0.210777767384656","0.766304863547701","0.667946874880241","0.945935656817647","2.0437787373013","1.01497243677349","0.733420018379017","4.82656410984924","0.946523187902498","1.73932102164059","1.23717538964623","2.80836452353889","1.19616437799985","0.498109862439096","1.78543684745051","2.0756438035623","1.12015748753425","1.74656174708605","0.94269593392521","1.75827960787777","1.87195218215589","2.31287920139758","1.12700074498714","0.439215083466327","0.915948047484713","1.75724703652347","1.57751682308708","2.58990610522112","0.723231220972422","4.40299717260833","0.0736869531952449","0.114844715890924","0.257570966808977","0","0","0","0","0.204871632787851","0","0.0663581435983636","0.139774365127559","0.0482921418180562","0.782222053109766","0.0407500743278637","0.161827701777306","0.352555581914383","0","0.122251300313095","C14439"
"phenylacetic acid","0","1.05412065624259","1.04504517077436","0","0","0","0","0.21575779839684","0.141078198261237","0","0","0.0996901090778139","0","0","0.306641138766336","0","0","0","0.402850036006642","0.123944752010787","0.958925546800206","0.969084508728657","0","0","0.162229394167145","0.63094462648785","0.223649882290777","0.203070731572854","0.592369619302445","0","0.0818308625947284","0","0","0","0","0.208613403803618","0.159340617982461","0.168455795584832","0.131647815922357","0","0.16448038987613","0","0","0","0.115363184350057","0","0","0","0","0","0.502493303898053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.30411391124954","11.0493706168185","0.832437364120757","0","4.8499777077312","34.518950348274","0.361998389291566","C07086"
"4-hydroxybenzenesulfonic acid","0.278846984261959","1.51484559866786","1.35998852132174","0","4.50205975114587","0.750058992149997","0","0.117032905153396","1","13.5228351996906","0","0.434199320025721","0.178017122912183","0.433700291591978","1.68208588022846","3.14607324562326","2.15050020341362","11.974456524726","4.8655427147761","1.55987783630348","6.49303856259082","1.68354843750626","0.488566573269789","1.41472527637025","0.624469100971603","4.94220502650262","0","1.0997206541349","0.292693097001258","0.460401947059202","0.048700810574713","0.0214103009442005","2.55447349192614","4.14154522979592","0.0142883661992015","3.40763625526044","0.0876700187045014","1.17164566680733","0.410286527733783","0","0.0172600370582956","0","0.00930225569455818","0.217207516567619","0.0202813677514133","0.794789400889799","0","3.89580499867526","9.05478624605487","0.581222801811821","2.2253987262103","0.0196831941599943","0.243810232984405","0.057123665326741","0","0","5.87144731413935","0","0","0","0","0","0","0","0","0","0","0","0.0624263796723758","1.82351812260345","20.4716055959311","0.217864879022553","0.208763629532003","0.385255374088757","0.374348447263478","0","C12849"
